,GRB,z,P_bolo,P_bolo_err,S_bolo,S_bolo_err,F_beam,F_beam_err,T_lag,T_lag_err,V,V_err,E_peak,E_peak_err_min,E_peak_err_max,T_RT,T_RT_err,mu,mu_err,dL,dL_err,L,L_err,E_iso,E_iso_err,E_gamma,E_gamma_err,E_peak_err,T_lag_i,T_lag_i_err,T_RT_i,T_RT_i_err,V_i,V_i_err,E_peak_i,E_peak_i_err,E_peak_i_err_min,E_peak_i_err_max,_T_lag_i,_T_lag_i_err,_V_i,_V_i_err,_E_peak_i,_E_peak_i_err,_E_peak_i_err_min,_E_peak_i_err_max,_T_RT_i,_T_RT_i_err,log_T_lag_i,log_T_lag_i_err,log_V_i,log_V_i_err,log_E_peak_i,log_E_peak_i_err,log_E_peak_i_err_min,log_E_peak_i_err_max,log_T_RT_i,log_T_RT_i_err,log_L,log_L_err,log_E_iso,log_E_iso_err,log_E_gamma,log_E_gamma_err
110,080603B,2.69,7.57e-07,2.63e-08,7.02e-06,1.78e-07,,,0.08,0.01,0.283,0.01,85.0,18.0,55.0,0.22,0.03,45.9235287390222,0.1859489493657076,4.587091215925676e+28,3.928048030949016e+27,2.0016147659306412e+52,3.4978950572591375e+51,5.030317097096691e+52,9.391432525793225e+50,,,36.5,0.02168021680216802,0.0027100271002710027,0.05962059620596206,0.008130081300813007,1.0442699999999998,0.0369,313.65,134.685,66.42,202.95,0.2168021680216802,0.027100271002710025,52.21349999999999,1.845,1.0454999999999999,0.44895,0.2214,0.6765,0.5962059620596205,0.08130081300813007,-0.6639363791671168,0.05428681023790647,1.7177828060193694,0.01534609476689936,0.01932403715369061,0.18649115987610226,0.09196824322657098,0.28101407652563354,-0.2246036853368542,0.05922197480498888,52.30138049615557,0.07589455011529136,52.70159536262624,0.008108131643376433,,
96,71031,2.69,7.08e-08,8.61e-09,2.19e-06,1.92e-07,,,,,-0.038,0.108,24.0,7.0,7.0,,,45.923528739019275,0.1859489493657076,4.587091215919494e+28,3.928048030943722e+27,1.8720518550529384e+51,3.932237691919673e+50,1.5692869576370462e+52,9.76108936461933e+49,,,7.0,,,,,-0.14021999999999998,0.39852,88.56,25.83,25.83,25.83,,,-7.010999999999999,19.926,0.2952,0.0861,0.0861,0.0861,,,,,,1.234310632777663,-0.529883646848996,0.12666922388844842,0.12666922388844842,0.12666922388844842,,,51.2723178743441,0.09122338820493842,52.195702365335386,0.0027013461290737095,,
64,60604,2.68,5.1e-08,1.19e-08,9.82e-07,1.57e-07,,,,,0.08,0.338,40.0,5.0,5.0,,,45.91507655441954,0.18556501999726477,4.569271240934275e+28,3.904709567024995e+27,1.338054857296988e+51,3.870085222562442e+50,7.001118232446943e+51,8.509504852889621e+49,,,5.0,,,,,0.2944,1.24384,147.20000000000002,18.400000000000002,18.400000000000002,18.400000000000002,,,14.719999999999999,62.192,0.49066666666666675,0.061333333333333344,0.061333333333333344,0.061333333333333344,,,,,1.16790781000148,1.8348941860412389,-0.3092134447181823,0.05428681023790648,0.05428681023790648,0.05428681023790648,,,51.12647391891237,0.125611939412521,51.84516741192787,0.005278629611211771,,
27,30429,2.66,2e-07,5.4e-08,1.13e-06,1.9e-07,0.00576,0.00279,0.03,0.17,0.22,0.135,35.0,8.0,12.0,,,45.898085732162755,0.18480192932804707,4.5336582010477525e+28,3.8583441299822536e+27,5.1657978783755965e+51,1.6487804102324086e+51,7.974524047219159e+51,3.376884476297378e+50,4.593325851198236e+49,2.2333783640141564e+49,10.0,0.008196721311475409,0.04644808743169399,,,0.8052,0.49410000000000004,128.1,36.6,29.28,43.92,0.08196721311475408,0.4644808743169399,40.26,24.705000000000002,0.427,0.12200000000000001,0.0976,0.1464,,,-1.0863598306747484,2.4610020641184276,1.6048737705526357,0.26649888662245,-0.36957212497497616,0.12408413768664338,0.0992673101493147,0.14890096522397203,,,51.7131374095757,0.13861483760941906,51.90170477200073,0.01839059341218134,49.66212725542394,0.21116374734016227
99,80210,2.64,2.57e-07,1.95e-08,4.17e-06,1.41e-07,,,0.53,0.17,0.019,0.013,73.0,15.0,15.0,0.57,0.44,45.88097824637902,0.1840454378409481,4.498081061959905e+28,3.812396118249132e+27,6.534277027975153e+51,1.2135376151531188e+51,2.9127223678385846e+52,3.1029125513442976e+50,,,15.0,0.14560439560439561,0.046703296703296704,0.15659340659340656,0.12087912087912088,0.06916,0.04732,265.72,54.6,54.6,54.6,1.456043956043956,0.46703296703296704,3.4579999999999997,2.366,0.8857333333333334,0.182,0.182,0.182,1.5659340659340655,1.2087912087912087,0.16317448595173303,0.13930200362934492,0.5388249889379038,0.29714885603906704,-0.05269701095015053,0.08923859217190104,0.08923859217190104,0.08923859217190104,0.19477347202343528,0.33524486322356284,51.81519754292952,0.08065661856493844,52.46429909092293,0.004626523330052746,,
44,050820A,2.61,6.12e-07,3.49e-08,1.09e-05,4.66e-07,0.00673,0.00309,,,0.061,0.033,246.0,40.0,76.0,1.01,0.75,45.85509453573174,0.18292372960575834,4.444782720063884e+28,3.7442623211705385e+27,1.5193658385223901e+52,2.7024708723893648e+51,7.496011279440757e+52,7.3156268794027464e+50,5.04481559106363e+50,2.3167906826176005e+50,58.0,,,0.27977839335180055,0.20775623268698062,0.22021,0.11913,888.06,209.38,144.4,274.36,,,11.010499999999999,5.9565,2.9602,0.6979333333333333,0.48133333333333334,0.9145333333333334,2.7977839335180055,2.0775623268698062,,,1.0418070412524436,0.2349461951279887,0.4713210542893746,0.10239463394466912,0.07061698892735802,0.13417227896198025,0.44681417187698463,0.32249590240340487,52.181662357484875,0.07724724076489577,52.874830231374276,0.004238435972077072,50.70284529559825,0.19944622177429383
114,80721,2.6,9.57e-06,5.01e-07,5.99e-05,3.04e-06,,,0.13,0.05,0.048,0.009,485.0,36.0,41.0,0.09,0.04,45.846406430106434,0.18255345595336953,4.427034582291371e+28,3.7217625196647486e+27,2.356935136935534e+53,4.150549154004566e+52,4.0978873418796725e+53,1.1498600096350142e+52,,,38.5,0.036111111111111115,0.01388888888888889,0.024999999999999998,0.011111111111111112,0.1728,0.0324,1746.0,138.6,129.6,147.6,0.3611111111111111,0.1388888888888889,8.64,1.6199999999999999,5.82,0.46199999999999997,0.432,0.492,0.24999999999999997,0.1111111111111111,-0.4423591484604505,0.16703633919355837,0.9365137424788933,0.0814302153568597,0.7649229846498885,0.03447492279025813,0.03223629144024137,0.03671355414027489,-0.6020599913279624,0.1930197697347786,53.37234763086603,0.07647900725838666,53.612560014711214,0.012186227084433352,,
87,70529,2.5,3.32e-07,5.08e-08,7.44e-06,4.31e-07,,,,,0.17,0.091,180.0,52.0,52.0,,,45.757811161100065,0.17896110499986215,4.250048251861743e+28,3.5026617336821156e+27,7.535909411326597e+51,1.6948488925970164e+51,4.825057316718578e+52,3.761772359006893e+50,,,52.0,,,,,0.5950000000000001,0.3185,630.0,182.0,182.0,182.0,,,29.750000000000004,15.925,2.1,0.6066666666666667,0.6066666666666667,0.6066666666666667,,,,,1.4734869700645685,0.2324752814893877,0.3222192947339193,0.12546285032760607,0.12546285032760607,0.12546285032760607,,,51.87713566919068,0.09767414674709406,52.68350247668225,0.003385901701171768,,
22,30115,2.5,3.2e-07,5.1e-08,,,,,0.44,0.06,0.02,0.02,83.0,22.0,53.0,0.7,0.4,45.757811161100065,0.17896110499986215,4.250048251861743e+28,3.5026617336821156e+27,7.263527143447323e+51,1.6653777043660738e+51,,,,,37.5,0.12571428571428572,0.017142857142857144,0.19999999999999998,0.1142857142857143,0.07,0.07,290.5,131.25,77.0,185.5,1.2571428571428571,0.17142857142857143,3.5000000000000004,3.5000000000000004,0.9683333333333334,0.4375,0.25666666666666665,0.6183333333333333,1.9999999999999998,1.1428571428571428,0.09938463213591178,0.059221974804988885,0.5440680443502757,0.43429448190325176,-0.013975117993312877,0.1962173864020716,0.11511420002254866,0.2773205727815945,0.30102999566398114,0.24816827537328676,51.86114756380655,0.09957481165928765,,,,
91,70802,2.45,6.38e-08,9.69e-09,6.5e-07,7.05e-08,,,,,-0.156,0.15,70.0,25.0,25.0,,,45.712296470811665,0.17724908257137323,4.161893116241388e+28,3.3971959919041104e+27,1.3887126388588915e+51,3.0965227675799714e+50,4.1009641327439895e+51,7.889422300871028e+49,,,25.0,,,,,-0.5382,0.5175,241.5,86.25,86.25,86.25,,,-26.91,25.874999999999996,0.805,0.2875,0.2875,0.2875,,,,,,0.4175908479838959,-0.09420411963213146,0.15510517210830418,0.15510517210830418,0.15510517210830418,,,51.142612388092445,0.09683808683074957,51.612885970940866,0.00835494400771595,,
35,50406,2.44,4.05e-08,6.84e-09,1.41e-07,1.77e-08,,,,,0.02,0.274,25.0,13.0,35.0,,,45.70309211067213,0.17691416978342694,4.144289167345298e+28,3.3764346909048465e+27,8.741077857100285e+50,2.0513466984702622e+50,8.84648275804723e+50,5.22664405318221e+49,,,24.0,,,,,0.0688,0.9425600000000001,86.0,82.56,44.72,120.39999999999999,,,3.44,47.128,0.2866666666666667,0.2752,0.14906666666666665,0.4013333333333333,,,,,0.5365584425715301,5.94983440207455,-0.5426228034760947,0.41692270262712167,0.2258331305896909,0.6080122746645524,,,50.94156498853014,0.10191975934551702,50.94677063539932,0.025658815297013443,,
72,60908,2.43,6.69e-07,3.36e-08,7.68e-06,1.85e-07,,,0.26,0.06,0.061,0.008,151.0,25.0,112.0,0.52,0.09,45.69385332124647,0.17658187226287814,4.126694249140407e+28,3.3557847365511695e+27,1.431662229094733e+52,2.4369213945499265e+51,4.791610959069299e+52,6.862467619515146e+50,,,68.5,0.07580174927113703,0.017492711370262388,0.15160349854227406,0.026239067055393583,0.20923,0.027440000000000003,517.9300000000001,234.955,85.75,384.16,0.7580174927113703,0.17492711370262387,10.4615,1.372,1.7264333333333335,0.7831833333333333,0.28583333333333333,1.2805333333333335,1.5160349854227406,0.26239067055393583,-0.1203207720719525,0.100221803516135,1.0195939593895562,0.056956653364360905,0.23714981261627752,0.19701438417465394,0.07190305991775692,0.322125708431551,0.1807092235920287,0.07516635263710125,52.15584056731303,0.07392396704872346,52.68048154953395,0.006219895239520986,,
105,080413A,2.43,1.22e-06,2.65e-08,9.86e-06,1.71e-07,,,0.13,0.03,0.078,0.004,170.0,24.0,48.0,0.23,0.03,45.69385332124647,0.17658187226287814,4.126694249140407e+28,3.3557847365511695e+27,2.610804065015806e+52,4.283859840069001e+51,6.151729694846783e+52,1.2449651198960784e+51,,,36.0,0.037900874635568516,0.008746355685131194,0.06705539358600583,0.008746355685131194,0.26754,0.013720000000000001,583.1,123.48,82.32000000000001,164.64000000000001,0.37900874635568516,0.08746355685131194,13.376999999999999,0.686,1.9436666666666667,0.4116,0.27440000000000003,0.5488000000000001,0.6705539358600583,0.08746355685131194,-0.4213507677359337,0.100221803516135,1.1263587270692696,0.022271511892474453,0.288621786701382,0.09196824322657098,0.061312162151047324,0.12262432430209465,-0.17356628402517763,0.05664710633520675,52.416774280219954,0.07125991240471163,52.78899724444365,0.008789096864672196,,
100,80310,2.43,1.83e-07,1.72e-08,5.49e-06,2.9e-07,,,,,0.038,0.021,28.0,6.0,6.0,0.41,0.55,45.69385332124881,0.17658187226287814,4.126694249144847e+28,3.355784736554779e+27,3.916206097532135e+51,7.356323619504551e+50,3.425253146529564e+52,1.952407444315582e+50,,,6.0,,,0.11953352769679298,0.16034985422740525,0.13034,0.07203000000000001,96.04,20.580000000000002,20.580000000000002,20.580000000000002,,,6.517,3.6015000000000006,0.3201333333333334,0.06860000000000001,0.06860000000000001,0.06860000000000001,1.1953352769679297,1.6034985422740524,,,0.8140477209955995,0.2400048452623234,-0.4946691033346727,0.09306310326498253,0.09306310326498253,0.09306310326498253,0.07748973667696489,0.5825901586507037,51.59286553927657,0.08157922937351657,52.534692673953465,0.0024754952209946656,,
51,051109A,2.35,8.3e-07,8.83e-08,6.1e-06,4.58e-07,,,,,-0.006,0.025,161.0,35.0,130.0,0.7,1.25,45.61867008268444,0.17402406667305653,3.986260214030862e+28,3.1946305659817097e+27,1.6573691339735564e+52,3.1883677877696697e+51,3.6360193192730423e+52,8.756657165246785e+50,,,82.5,,,0.208955223880597,0.3731343283582089,-0.0201,0.08375,539.35,276.375,117.25,435.5,,,-1.005,4.1875,1.7978333333333334,0.92125,0.3908333333333333,1.4516666666666667,2.08955223880597,3.731343283582089,,,,1.8095603412635493,0.2547494283490325,0.2225422034597408,0.09441184389201124,0.35067256302747035,0.32005323297741156,0.7755258605415211,52.219419246496464,0.083547503577953,52.56062618209432,0.010459152036479239,,
80,70110,2.35,1.12e-07,1.36e-08,4.04e-06,1.64e-07,,,,,-0.01,0.031,110.0,30.0,30.0,,,45.61867008268444,0.17402406667305653,3.986260214030862e+28,3.1946305659817097e+27,2.236449915723353e+51,4.497169132929366e+50,2.4081177130923103e+52,1.1038232346941993e+50,,,30.0,,,,,-0.0335,0.10385,368.5,100.5,100.5,100.5,,,-1.675,5.1925,1.2283333333333333,0.335,0.335,0.335,,,,,,1.3463128939000806,0.08931623747540782,0.11844394960997778,0.11844394960997778,0.11844394960997778,,,51.34955917679058,0.08733018007180142,52.381677712194154,0.00199070143962648,,
20,21004,2.32,2.3e-07,5.5e-08,3.61e-06,8.6e-07,0.0104,0.00256,0.71,0.19,0.035,0.067,80.0,23.0,53.0,1.23,0.96,45.5898737869611,0.17311469241358696,3.933746648465475e+28,3.1360718105268675e+27,4.4725012626683703e+51,1.2854525819018414e+51,2.1144224146454713e+52,3.8617266595464854e+50,2.19899931123129e+50,5.42780030613759e+49,38.0,0.21385542168674698,0.057228915662650606,0.3704819277108434,0.2891566265060241,0.11620000000000001,0.22244,265.59999999999997,126.16,76.36,175.95999999999998,2.13855421686747,0.572289156626506,5.8100000000000005,11.122,0.8853333333333332,0.4205333333333333,0.25453333333333333,0.5865333333333332,3.7048192771084336,2.8915662650602405,0.330120265015039,0.11621965008678568,0.7641761323903308,0.8313637225005105,-0.05289318402368263,0.20628987890404463,0.12485966354718492,0.28772009426090434,0.5687670277353616,0.3389615468513184,51.65055047184865,0.12482164459696254,52.32519175403268,0.007931842602703977,50.34222509333146,0.10719711051243709
84,70506,2.31,1.67e-07,1.38e-08,5.16e-07,3.43e-08,,,2.52,0.04,0.01,0.03,31.0,3.0,2.0,0.12,0.06,45.58019956409458,0.17281807517996228,3.916260220820012e+28,3.116781729760684e+27,3.2186178673567353e+51,5.772374740892341e+50,3.0045169230531245e+51,1.6773173131847547e+50,,,2.5,0.7613293051359517,0.012084592145015106,0.036253776435045314,0.018126888217522657,0.033100000000000004,0.0993,102.61,8.275,9.93,6.62,7.613293051359516,0.12084592145015105,1.6550000000000002,4.965,0.34203333333333336,0.027583333333333335,0.0331,0.02206666666666667,0.3625377643504531,0.18126888217522655,0.8815725470058253,0.00689356320481352,0.2187979981117376,1.3028834457097551,-0.465931567109671,0.03502374854058482,0.04202849824870178,0.028018998832467855,-0.440646747728094,0.2171472409516259,51.507669417832034,0.07788779534446683,51.47777465453594,0.024245150623970948,,
48,050922C,2.2,1.93e-06,5.18e-08,5.09e-06,1.03e-07,,,0.06,0.01,0.015,0.003,198.0,22.0,38.0,0.13,0.01,45.47118574656838,0.16979109156011238,3.7245068540626317e+28,2.912254751674658e+27,3.3643775682221e+52,5.338251861074902e+51,2.7727787924628385e+52,1.6578724993783628e+51,,,30.0,0.01875,0.0031249999999999997,0.040625,0.0031249999999999997,0.048,0.009600000000000001,633.6,96.0,70.4,121.60000000000001,0.18749999999999997,0.031249999999999997,2.4,0.48000000000000004,2.112,0.32,0.2346666666666667,0.4053333333333334,0.40625,0.031249999999999997,-0.7269987279362624,0.07238241365054196,0.38021124171160603,0.08685889638065036,0.32469391386177465,0.06580219422776543,0.048254942433694645,0.08334944602183621,-0.3912066260130692,0.033407267838711674,52.52690472868174,0.06890942765082503,52.442915223690825,0.02596690656089634,,
92,070810A,2.17,2.77e-07,1.77e-08,1.59e-06,8.43e-08,,,1.09,0.23,-0.006,0.015,44.0,9.0,9.0,0.73,0.22,45.440592086974185,0.16904770330526303,3.6724005681371295e+28,2.8589397633600305e+27,4.69450412387571e+51,7.900887153800209e+50,8.500565496660229e+51,2.4357843577590966e+50,,,9.0,0.3438485804416404,0.07255520504731862,0.2302839116719243,0.0694006309148265,-0.01902,0.047549999999999995,139.48,28.53,28.53,28.53,3.4384858044164037,0.7255520504731862,-0.951,2.3774999999999995,0.4649333333333333,0.0951,0.0951,0.0951,2.302839116719243,0.6940063091482649,0.5363672357228721,0.09164012003463111,,1.0857362047581294,-0.3326093160157235,0.08883296220748334,0.08883296220748334,0.08883296220748334,0.3622635979027044,0.1308832685187882,51.67158972490074,0.07309210094383475,51.92944781793899,0.012444439209328457,,
14,926,2.07,2.9e-06,2.9e-07,,,,,,,0.326,0.034,100.0,7.0,7.0,,,45.335748401402995,0.16686230446287706,3.4993010637913078e+28,2.688965500803628e+27,4.4624203712157474e+52,8.182105933999757e+51,,,,,7.0,,,,,1.00082,0.10438,307.0,21.49,21.49,21.49,,,50.041000000000004,5.219,1.0233333333333334,0.07163333333333333,0.07163333333333333,0.07163333333333333,,,,,1.6993259798811444,0.04529451651751706,0.010017120757524088,0.030400613733227617,0.030400613733227617,0.030400613733227617,,,52.64957047950677,0.0796304059654479,,,,
88,70611,2.04,1.45e-07,2.25e-08,9.52e-07,8.44e-08,,,,,0.053,0.08,92.0,30.0,30.0,,,45.30339315406547,0.1663027715866359,3.4475475060795746e+28,2.6403131024139996e+27,2.1657004406992973e+51,4.722005956985162e+50,4.677284073379607e+51,1.2607895214481546e+50,,,30.0,,,,,0.16111999999999999,0.2432,279.68,91.2,91.2,91.2,,,8.056,12.16,0.9322666666666667,0.304,0.304,0.304,,,,,0.9061194575455616,0.6555388406086821,-0.030459843765353416,0.14161776583801688,0.14161776583801688,0.14161776583801688,,,51.33559838490778,0.09469181850333659,51.66999374744852,0.011706664025876362,,
53,60108,2.03,1.22e-07,1.16e-08,8.62e-07,5.26e-08,,,,,0.006,0.04,65.0,10.0,600.0,,,45.292511478876825,0.16612690003484576,3.430314383033486e+28,2.6243367960878103e+27,1.804004195681894e+51,3.2498218332159885e+50,4.2067078306492254e+51,9.807562687930497e+49,,,305.0,,,,,0.018179999999999998,0.12119999999999999,196.95,924.15,30.299999999999997,1817.9999999999998,,,0.9089999999999999,6.06,0.6565,3.0805,0.10099999999999999,6.06,,,,,-0.04143611677803259,2.8952965460216786,-0.18276526957450187,2.0378433381614123,0.06681453567742335,4.008872140645401,,,51.25623754327209,0.07823594272744622,51.62394234991976,0.010125187029285762,,
23,30226,1.98,2.6e-07,4.7e-08,8.33e-06,9.8e-07,0.00272,0.000682,0.31,0.22,0.033,0.029,97.0,17.0,27.0,1.76,1.15,45.2373576876738,0.16533132344605067,3.3442841153896002e+28,2.546267299339717e+27,3.654176699843075e+51,8.636963907851096e+50,3.9286644178746533e+52,2.3596237665966314e+50,1.0685967216619058e+50,2.6801177353992946e+49,22.0,0.1040268456375839,0.0738255033557047,0.5906040268456376,0.3859060402684564,0.09834000000000001,0.08642000000000001,289.06,65.56,50.66,80.46,1.0402684563758389,0.738255033557047,4.917000000000001,4.321000000000001,0.9635333333333334,0.21853333333333333,0.16886666666666666,0.2682,5.906040268456376,3.8590604026845634,0.017145429758017423,0.30820898715714645,0.6917002082901615,0.38165272652103943,-0.01613325637716234,0.09849977940073751,0.07611346590056989,0.12088609290090513,0.7712964037378947,0.28377196260723836,51.562789544086954,0.10264927160578631,52.59424493344667,0.00260844773745035,50.02881383748087,0.10892419186208392
102,080319C,1.95,2.22e-06,7.79e-08,1.77e-05,2.99e-07,,,,,0.042,0.007,307.0,56.0,85.0,0.21,0.12,45.20365155194338,0.16492429311981666,3.2927741139415803e+28,2.500876551620674e+27,3.0247307138160595e+52,4.715592439181333e+51,8.174947875178539e+52,1.5670904645813997e+51,,,70.5,,,0.07118644067796609,0.04067796610169491,0.12390000000000001,0.02065,905.6500000000001,207.97500000000002,165.20000000000002,250.75000000000003,,,6.195,1.0325,3.0188333333333337,0.69325,0.5506666666666667,0.8358333333333334,0.7118644067796609,0.4067796610169491,,,0.7920413107120823,0.07238241365054196,0.4798391367356871,0.09973212043706596,0.07921984034717297,0.12024440052695896,-0.1476027212442438,0.24816827537328676,52.48068671627461,0.06770704465976765,52.91248499220762,0.008325175301451588,,
33,50315,1.95,2.79e-07,1.93e-08,7.52e-06,2.07e-07,,,,,0.032,0.016,39.0,7.0,7.0,1.97,1.62,45.20365155194338,0.16492429311981666,3.2927741139415803e+28,2.500876551620674e+27,3.801350761958021e+51,6.344857210284331e+50,3.473198193296193e+52,1.9892641993018093e+50,,,7.0,,,0.6677966101694914,0.5491525423728814,0.09440000000000001,0.047200000000000006,115.05000000000001,20.650000000000002,20.650000000000002,20.650000000000002,,,4.720000000000001,2.3600000000000003,0.38350000000000006,0.06883333333333334,0.06883333333333334,0.06883333333333334,6.677966101694914,5.491525423728813,,,0.6739419986340879,0.21714724095162588,-0.4162346317150002,0.07795029162366057,0.07795029162366057,0.07795029162366057,0.8246442101834299,0.35713556379861316,51.57993794509757,0.07248835078484597,52.54072956643745,0.002487409058521271,,
42,50802,1.71,5.47e-07,5.32e-08,5.24e-06,2.5e-07,,,,,0.07,0.036,121.0,28.0,28.0,2.03,1.02,44.91551456540729,0.16390840339451462,2.8835968444161376e+28,2.1766141385466714e+27,5.715658512359364e+51,1.0264274173680004e+51,2.0204166709231209e+52,3.33922635198847e+50,,,28.0,,,0.7490774907749077,0.3763837638376384,0.1897,0.09756,327.90999999999997,75.88,75.88,75.88,,,9.485,4.877999999999999,1.0930333333333333,0.25293333333333334,0.25293333333333334,0.25293333333333334,7.490774907749077,3.763837638376384,,,0.9770373352246814,0.22335144783595803,0.038633406471193364,0.10049789663876901,0.10049789663876901,0.10049789663876901,0.8745267470388072,0.21821693179375215,51.75706627354297,0.07799132199259373,52.30544094331886,0.007177764860908238,,
111,80605,1.64,5.99e-06,1.1e-07,4.72e-05,4.32e-07,,,0.11,0.01,0.057,0.003,246.0,11.0,14.0,0.22,0.01,44.82448727037102,0.16449409865387135,2.765216136693989e+28,2.0947157053215705e+27,5.755656293568559e+52,8.783911733261468e+51,1.7179325204661556e+53,3.30908527879323e+51,,,12.5,0.04166666666666667,0.0037878787878787884,0.08333333333333334,0.0037878787878787884,0.15047999999999997,0.00792,649.4399999999999,32.99999999999999,29.039999999999996,36.959999999999994,0.4166666666666667,0.03787878787878788,7.523999999999998,0.39599999999999996,2.1647999999999996,0.10999999999999997,0.09679999999999998,0.12319999999999998,0.8333333333333334,0.03787878787878788,-0.38021124171160603,0.039481316536659254,0.8764487868783412,0.022857604310697464,0.33541777925354765,0.022067809039799376,0.019419671955023456,0.024715946124575304,-0.0791812460476248,0.019740658268329627,52.76009485158434,0.06627922517790705,53.23500610095928,0.008365389557543424,,
7,990510,1.62,3.3e-06,1.2e-07,2.85e-05,2.9e-06,0.00213,0.000319,0.03,0.01,0.118,0.001,126.0,10.0,10.0,0.13,0.01,44.79782553192276,0.16474588575194662,2.7314718863203473e+28,2.0723208517239818e+27,3.093978373362458e+52,4.827627583617116e+51,1.0198748975344672e+53,2.1574749160586424e+51,2.172333531748415e+50,3.285695749887123e+49,10.0,0.011450381679389311,0.003816793893129771,0.04961832061068702,0.003816793893129771,0.30916,0.0026200000000000004,330.12,26.200000000000003,26.200000000000003,26.200000000000003,0.11450381679389311,0.038167938931297704,15.457999999999998,0.131,1.1004,0.08733333333333335,0.08733333333333335,0.08733333333333335,0.4961832061068702,0.038167938931297704,-0.9411800366000831,0.14476482730108392,1.1891533029618897,0.003680461711044507,0.04155058171764594,0.03446781602406761,0.03446781602406761,0.03446781602406761,-0.3043579390129087,0.03340726783871167,52.49051727369361,0.06776427522246374,53.008546902504484,0.009187199853178896,50.336926505943225,0.06568786572292366
